"","sample_id","project","cell_specimen_id","cell_specimen_name","hemisphere","structure","donor_id","donor_name","biological_sex","age","full_genotype","dendrite_type","apical_dendrite_status","neuron_reconstruction_type","cell_soma_normalized_depth","ephys_session_id","transcriptomics_batch","corresponding_AIT2.3.1_ID","corresponding_AIT2.3.1_alias","major_type","contam_type","quality_score","Microglia","cluster_label"
"SM-GE4Q2_S131_E1-50","SM-GE4Q2_S131_E1-50","mIVSCC-MET",935084855,"Sncg-IRES2-FlpO-neo;Ai65F-484137.04.02.02","right","VISl1",484137,"Sncg-IRES2-FlpO-neo;Ai65F-484137","M","P54","Sncg-IRES2-FlpO-neo/wt;Ai65F/wt","aspiny",NA,"",NA,935084659,"RSC-226","CS180626100001","Lamp5 Krt73","GABAergic","Lamp5_on",0.350614931412502,0.11339355385548,"Lamp5"
"SM-GE4Q2_S138_E1-50","SM-GE4Q2_S138_E1-50","mIVSCC-MET",935175751,"Sncg-IRES2-FlpO-neo;Ai65F-484137.03.02.01","right","VISp5",484137,"Sncg-IRES2-FlpO-neo;Ai65F-484137","M","P54","Sncg-IRES2-FlpO-neo/wt;Ai65F/wt","aspiny",NA,"",NA,935175467,"RSC-226","CS180626100012","Serpinf1 Clrn1","GABAergic","Vip_on",0.0475197763038397,0.754183036045438,"Serpinf1"
"SM-GE4Q2_S141_E1-50","SM-GE4Q2_S141_E1-50","mIVSCC-MET",935046071,"Oxtr-T2A-Cre;Ai14-484066.06.02.01","right","VISp2/3",484066,"Oxtr-T2A-Cre;Ai14-484066","M","P55","Oxtr-T2A-Cre/wt;Ai14(RCL-tdT)/wt","spiny","intact","dendrite-only",0.230481396533718,935045867,"RSC-226",""," NA","Glutamatergic","L2.3.IT_on",0.246559774513885,0.300493121486389,NA
"SM-GE4Q2_S146_E1-50","SM-GE4Q2_S146_E1-50","mIVSCC-MET",935671381,"Oxtr-T2A-Cre;Ai14-484067.04.01.02","left","VISp2/3",484067,"Oxtr-T2A-Cre;Ai14-484067","M","P56","Oxtr-T2A-Cre/wt;Ai14(RCL-tdT)/wt","spiny","notchecked","",NA,935671078,"RSC-226",""," NA","Glutamatergic","L2.3.IT_on",0.443641247620885,0.0982475839560883,NA
"SM-GE4Q2_S147_E1-50","SM-GE4Q2_S147_E1-50","mIVSCC-MET",935760710,"Oxtr-T2A-Cre;Ai14-484067.04.01.03","left","VISp2/3",484067,"Oxtr-T2A-Cre;Ai14-484067","M","P56","Oxtr-T2A-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,935760305,"RSC-226","CS180626100006","Lamp5 Lsp1","GABAergic","Lamp5_on",0.261359424326369,0.559418350049337,"Lamp5"
"SM-GE4Q2_S148_E1-50","SM-GE4Q2_S148_E1-50","mIVSCC-MET",935853908,"Oxtr-T2A-Cre;Ai14-484067.05.02.01","right","VISp2/3",484067,"Oxtr-T2A-Cre;Ai14-484067","M","P56","Oxtr-T2A-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,935853534,"RSC-226","CS180626100058","Pvalb Reln","GABAergic","Pvalb_on",0.468886770263826,0.0157540967354777,"Pvalb"
"SM-GE4Q2_S150_E1-50","SM-GE4Q2_S150_E1-50","mIVSCC-MET",935826453,"Oxtr-T2A-Cre;Ai14-484067.04.02.02","right","VISp4",484067,"Oxtr-T2A-Cre;Ai14-484067","M","P56","Oxtr-T2A-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,935826230,"RSC-226","CS180626100043","Sst Hpse","GABAergic","Sst_on",0.394581636724813,0.00276268023258275,"Sst"
"SM-GE4Q2_S151_E1-50","SM-GE4Q2_S151_E1-50","mIVSCC-MET",936008145,"Sncg-IRES2-FlpO-neo;Ai65F-484140.04.02.01","right","VISpl5",484140,"Sncg-IRES2-FlpO-neo;Ai65F-484140","F","P55","Sncg-IRES2-FlpO-neo/wt;Ai65F/wt","aspiny",NA,"",NA,936007816,"RSC-226","CS180626100010","Sncg Gpr50","GABAergic","Sncg_on",0.354345893531361,0.258038183397177,"Sncg"
"SM-GE4Q2_S152_E1-50","SM-GE4Q2_S152_E1-50","mIVSCC-MET",936051186,"Sncg-IRES2-FlpO-neo;Ai65F-484140.04.02.02","right","VISp6a",484140,"Sncg-IRES2-FlpO-neo;Ai65F-484140","F","P55","Sncg-IRES2-FlpO-neo/wt;Ai65F/wt","aspiny",NA,"",NA,936050765,"RSC-226","CS180626100012","Serpinf1 Clrn1","GABAergic","Sncg_on",0.410931336611114,0.0442240393147927,"Serpinf1"
"SM-GE4Q2_S153_E1-50","SM-GE4Q2_S153_E1-50","mIVSCC-MET",935870377,"Oxtr-T2A-Cre;Ai14-484067.05.01.02","left","VISp6a",484067,"Oxtr-T2A-Cre;Ai14-484067","M","P56","Oxtr-T2A-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,935870128,"RSC-226","CS180626100007","Lamp5 Lhx6","GABAergic","Pvalb_on",0.194824022611635,0.260866654835799,"Lamp5"
"SM-GE4Q2_S155_E1-50","SM-GE4Q2_S155_E1-50","mIVSCC-MET",936076264,"Sncg-IRES2-FlpO-neo;Ai65F-484140.05.02.02","right","VISl2/3",484140,"Sncg-IRES2-FlpO-neo;Ai65F-484140","F","P55","Sncg-IRES2-FlpO-neo/wt;Ai65F/wt","aspiny",NA,"",NA,936075901,"RSC-226","CS180626100006","Lamp5 Lsp1","GABAergic","Lamp5_on",0.292331181070216,0.00276268023258275,"Lamp5"
"SM-GE4Q2_S158_E1-50","SM-GE4Q2_S158_E1-50","mIVSCC-MET",936001075,"Oxtr-T2A-Cre;Ai14-484067.06.02.01","right","VISp2/3",484067,"Oxtr-T2A-Cre;Ai14-484067","M","P56","Oxtr-T2A-Cre/wt;Ai14(RCL-tdT)/wt","spiny","intact","dendrite-only",0.227397352528765,936000762,"RSC-226",""," NA","Glutamatergic","L2.3.IT_on",0.368683245240787,0.390130666892957,NA
"SM-GE4Q2_S159_E1-50","SM-GE4Q2_S159_E1-50","mIVSCC-MET",936069667,"Sncg-IRES2-FlpO-neo;Ai65F-484140.05.01.01","left","VISpor6a",484140,"Sncg-IRES2-FlpO-neo;Ai65F-484140","F","P55","Sncg-IRES2-FlpO-neo/wt;Ai65F/wt","aspiny",NA,"",NA,936069414,"RSC-226","CS180626100008","Sncg Slc17a8","GABAergic","Sncg_on",0.310420418242821,0.566013300652921,"Sncg"
"SM-GE4Q7_S111_E1-50","SM-GE4Q7_S111_E1-50","mIVSCC-MET",939985858,"Sncg-IRES2-FlpO-neo;Ai65F-485419.04.01.01","left","VISp2/3",485419,"Sncg-IRES2-FlpO-neo;Ai65F-485419","M","P54","Sncg-IRES2-FlpO-neo/wt;Ai65F/wt","aspiny",NA,"",NA,939985522,"RSC-226","CS180626100011","Sncg Vip","GABAergic","Sncg_on",0.455510682824402,0.117088926034596,"Sncg"
"SM-GE4Q7_S112_E1-50","SM-GE4Q7_S112_E1-50","mIVSCC-MET",940018318,"Sncg-IRES2-FlpO-neo;Ai65F-485419.04.01.02","left","VISp2/3",485419,"Sncg-IRES2-FlpO-neo;Ai65F-485419","M","P54","Sncg-IRES2-FlpO-neo/wt;Ai65F/wt","aspiny",NA,"",NA,940017889,"RSC-226","CS180626100029","Vip Col15a1","GABAergic","Sncg_on",0.402580885496882,0.0497143191502059,"Vip"
"SM-GE4Q7_S113_E1-50","SM-GE4Q7_S113_E1-50","mIVSCC-MET",940073869,"Sncg-IRES2-FlpO-neo;Ai65F-485419.04.02.01","right","VISp2/3",485419,"Sncg-IRES2-FlpO-neo;Ai65F-485419","M","P54","Sncg-IRES2-FlpO-neo/wt;Ai65F/wt","aspiny",NA,"",NA,940073504,"RSC-226","CS180626100010","Sncg Gpr50","GABAergic","Sncg_on",0.412119597957699,0.0465243064013206,"Sncg"
"SM-GE4Q7_S129_E1-50","SM-GE4Q7_S129_E1-50","mIVSCC-MET",940101935,"Sncg-IRES2-FlpO-neo;Ai65F-485419.05.02.01","right","VISp2/3",485419,"Sncg-IRES2-FlpO-neo;Ai65F-485419","M","P54","Sncg-IRES2-FlpO-neo/wt;Ai65F/wt","aspiny",NA,"",NA,940101763,"RSC-226","CS180626100011","Sncg Vip","GABAergic","Sncg_on",0.3962852816555,0.273273870726474,"Sncg"
"SM-GE4Q7_S138_E1-50","SM-GE4Q7_S138_E1-50","mIVSCC-MET",940756541,"Sncg-IRES2-FlpO-neo;Ai65F-485420.04.01.01","left","VISp2/3",485420,"Sncg-IRES2-FlpO-neo;Ai65F-485420","M","P55","Sncg-IRES2-FlpO-neo/wt;Ai65F/wt","aspiny",NA,"",NA,940756389,"RSC-226","CS180626100009","Sncg Vip","GABAergic","Sncg_on",0.505777796138545,0.0285525359876191,"Sncg"
"SM-GE4Q7_S139_E1-50","SM-GE4Q7_S139_E1-50","mIVSCC-MET",940762853,"Sncg-IRES2-FlpO-neo;Ai65F-485420.04.01.02","left","VISp2/3",485420,"Sncg-IRES2-FlpO-neo;Ai65F-485420","M","P55","Sncg-IRES2-FlpO-neo/wt;Ai65F/wt","aspiny",NA,"",NA,940762743,"RSC-226","CS180626100011","Sncg Vip","GABAergic","Sncg_on",0.274419804181261,0.694337522152206,"Sncg"
"SM-GE4Q7_S161_E1-50","SM-GE4Q7_S161_E1-50","mIVSCC-MET",941794256,"Sncg-IRES2-FlpO-neo;Ai65F-485421.05.01.01","left","VISp1",485421,"Sncg-IRES2-FlpO-neo;Ai65F-485421","M","P58","Sncg-IRES2-FlpO-neo/wt;Ai65F/wt","aspiny",NA,"full",0.138746945588385,941793988,"RSC-226","CS180626100010","Sncg Gpr50","GABAergic","Sncg_on",0.456413188592443,0.0504846828822804,"Sncg"
"SM-GE4Q7_S162_E1-50","SM-GE4Q7_S162_E1-50","mIVSCC-MET",941829567,"Sncg-IRES2-FlpO-neo;Ai65F-485421.05.01.02","left","VISp1",485421,"Sncg-IRES2-FlpO-neo;Ai65F-485421","M","P58","Sncg-IRES2-FlpO-neo/wt;Ai65F/wt","aspiny",NA,"",NA,941829027,"RSC-226","CS180626100009","Sncg Vip","GABAergic","Sncg_on",0.407611138146608,0.125896951806419,"Sncg"
"SM-GE4Q7_S163_E1-50","SM-GE4Q7_S163_E1-50","mIVSCC-MET",941859781,"Sncg-IRES2-FlpO-neo;Ai65F-485421.05.01.03","left","VISp2/3",485421,"Sncg-IRES2-FlpO-neo;Ai65F-485421","M","P58","Sncg-IRES2-FlpO-neo/wt;Ai65F/wt","aspiny",NA,"",NA,941859537,"RSC-226","CS180626100010","Sncg Gpr50","GABAergic","Sncg_on",0.504369129833868,0.0239364806955919,"Sncg"
"SM-GE4Q7_S165_E1-50","SM-GE4Q7_S165_E1-50","mIVSCC-MET",941846857,"Sncg-IRES2-FlpO-neo;Ai65F-485421.04.02.01","right","VISp2/3",485421,"Sncg-IRES2-FlpO-neo;Ai65F-485421","M","P58","Sncg-IRES2-FlpO-neo/wt;Ai65F/wt","aspiny",NA,"full",0.292623427833463,941846648,"RSC-226","CS180626100010","Sncg Gpr50","GABAergic","Sncg_on",0.223779679730138,0.91610437232476,"Sncg"
"SM-GE4Q7_S166_E1-50","SM-GE4Q7_S166_E1-50","mIVSCC-MET",941868688,"Sncg-IRES2-FlpO-neo;Ai65F-485421.04.02.02","right","VISp1",485421,"Sncg-IRES2-FlpO-neo;Ai65F-485421","M","P58","Sncg-IRES2-FlpO-neo/wt;Ai65F/wt","aspiny",NA,"full",0.120300608654646,941868591,"RSC-226","CS180626100010","Sncg Gpr50","GABAergic","Sncg_on",0.329533514728524,0.347348218248914,"Sncg"
"SM-GE4Q7_S167_E1-50","SM-GE4Q7_S167_E1-50","mIVSCC-MET",941935110,"Sncg-IRES2-FlpO-neo;Ai65F-485422.05.02.01","right","VISp2/3",485422,"Sncg-IRES2-FlpO-neo;Ai65F-485422","M","P58","Sncg-IRES2-FlpO-neo/wt;Ai65F/wt","aspiny",NA,"full",0.201660986106092,941934784,"RSC-226","CS180626100010","Sncg Gpr50","GABAergic","Sncg_on",0.494173823472386,0.0178784857270753,"Sncg"
"SM-GE4Q7_S185_E1-50","SM-GE4Q7_S185_E1-50","mIVSCC-MET",941802910,"Sncg-IRES2-FlpO-neo;Ai65F-485421.04.01.01","left","VISp6a",485421,"Sncg-IRES2-FlpO-neo;Ai65F-485421","M","P58","Sncg-IRES2-FlpO-neo/wt;Ai65F/wt","aspiny",NA,"full",0.758867045553246,941802715,"RSC-226","CS180626100011","Sncg Vip","GABAergic","Sncg_on",0.387252255428398,0.195877308973855,"Sncg"
"SM-GE4Q7_S186_E1-50","SM-GE4Q7_S186_E1-50","mIVSCC-MET",941824942,"Sncg-IRES2-FlpO-neo;Ai65F-485421.04.01.02","left","VISp5",485421,"Sncg-IRES2-FlpO-neo;Ai65F-485421","M","P58","Sncg-IRES2-FlpO-neo/wt;Ai65F/wt","aspiny",NA,"full",0.65827177461288,941824581,"RSC-226","CS180626100008","Sncg Slc17a8","GABAergic","Sncg_on",0.316931833380173,0.256718833249255,"Sncg"
"SM-GE4Q7_S187_E1-50","SM-GE4Q7_S187_E1-50","mIVSCC-MET",941981857,"Sncg-IRES2-FlpO-neo;Ai65F-485422.04.02.01","right","VISp2/3",485422,"Sncg-IRES2-FlpO-neo;Ai65F-485422","M","P58","Sncg-IRES2-FlpO-neo/wt;Ai65F/wt","aspiny",NA,"",NA,941981583,"RSC-226","CS180626100010","Sncg Gpr50","GABAergic","Sncg_on",0.434928785789858,0.307076614001848,"Sncg"
"SM-GE4Q8_S043_E1-50","SM-GE4Q8_S043_E1-50","mIVSCC-MET",837064282,"Pvalb-IRES-Cre;Ai14-448830.03.01.02","left","VISp5",448830,"Pvalb-IRES-Cre;Ai14-448830","F","P56","Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,837064071,"RSC-205","CS180626100057","Pvalb Reln","GABAergic","Pvalb_on",0.344085744097732,0.267132305659183,"Pvalb"
"SM-GE4Q8_S044_E1-50","SM-GE4Q8_S044_E1-50","mIVSCC-MET",837080471,"Pvalb-IRES-Cre;Ai14-448830.03.01.03","left","VISp5",448830,"Pvalb-IRES-Cre;Ai14-448830","F","P56","Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,837080253,"RSC-205","CS180626100058","Pvalb Reln","GABAergic","Pvalb_on",0.433879030430576,0.0056057960383539,"Pvalb"
"SM-GE4Q8_S046_E1-50","SM-GE4Q8_S046_E1-50","mIVSCC-MET",837127659,"Pvalb-IRES-Cre;Ai14-448830.06.01.02","left","VISam4",448830,"Pvalb-IRES-Cre;Ai14-448830","F","P56","Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,837127444,"RSC-205","CS180626100058","Pvalb Reln","GABAergic","Pvalb_on",0.333820931929609,0.19764475825343,"Pvalb"
"SM-GE4Q8_S047_E1-50","SM-GE4Q8_S047_E1-50","mIVSCC-MET",837088348,"Pvalb-IRES-Cre;Ai14-448830.03.02.01","right","VISp6a",448830,"Pvalb-IRES-Cre;Ai14-448830","F","P56","Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,837088094,"RSC-205","CS180626100055","Pvalb Sema3e","GABAergic","Pvalb_on",0.427147600577434,0.00807997496718027,"Pvalb"
"SM-GE4Q8_S048_E1-50","SM-GE4Q8_S048_E1-50","mIVSCC-MET",837121769,"Pvalb-IRES-Cre;Ai14-448830.03.02.02","right","VISp6a",448830,"Pvalb-IRES-Cre;Ai14-448830","F","P56","Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,837121523,"RSC-205","CS180626100053","Pvalb Akr1c18","GABAergic","Pvalb_on",0.330767915411206,0.265910593804381,"Pvalb"
"SM-GE4Q8_S049_E1-50","SM-GE4Q8_S049_E1-50","mIVSCC-MET",837214095,"Calb1-IRES2-Cre-neo;Ai14-448132.03.02.01","right","VISp6a",448132,"Calb1-IRES2-Cre-neo;Ai14-448132","F","P60","Calb1-IRES2-Cre-neo/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,837214064,"RSC-205","CS180626100047","Sst Tac2","GABAergic","Sst_on",0.5120641996327,0.0119039477639349,"Sst"
"SM-GE4Q8_S050_E1-50","SM-GE4Q8_S050_E1-50","mIVSCC-MET",837220561,"Calb1-IRES2-Cre-neo;Ai14-448132.03.02.02","right","VISp5",448132,"Calb1-IRES2-Cre-neo;Ai14-448132","F","P60","Calb1-IRES2-Cre-neo/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,837220230,"RSC-205","CS180626100046","Sst Esm1","GABAergic","Sst_on",0.4008906353212,0.00627525105706489,"Sst"
"SM-GE4Q8_S051_E1-50","SM-GE4Q8_S051_E1-50","mIVSCC-MET",837072861,"Pvalb-IRES-Cre;Ai14-448830.04.02.01","right","VISp2/3",448830,"Pvalb-IRES-Cre;Ai14-448830","F","P56","Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,837072681,"RSC-205","CS180626100059","Pvalb Tpbg","GABAergic","Pvalb_on",0.483480911597448,0.0238031864828013,"Pvalb"
"SM-GE4Q8_S052_E1-50","SM-GE4Q8_S052_E1-50","mIVSCC-MET",837095993,"Pvalb-IRES-Cre;Ai14-448830.04.02.02","right","VISp6a",448830,"Pvalb-IRES-Cre;Ai14-448830","F","P56","Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,837095857,"RSC-205","CS180626100053","Pvalb Akr1c18","GABAergic","Pvalb_on",0.34053214845798,0.208515206166334,"Pvalb"
"SM-GE4Q8_S053_E1-50","SM-GE4Q8_S053_E1-50","mIVSCC-MET",837115961,"Pvalb-IRES-Cre;Ai14-448830.04.02.03","right","VISp5",448830,"Pvalb-IRES-Cre;Ai14-448830","F","P56","Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,837115803,"RSC-205","CS180626100058","Pvalb Reln","GABAergic","Pvalb_on",0.320905297942933,0.465758222842412,"Pvalb"
"SM-GE4Q8_S055_E1-50","SM-GE4Q8_S055_E1-50","mIVSCC-MET",837207669,"Calb1-IRES2-Cre-neo;Ai14-448132.04.02.01","right","VISp6a",448132,"Calb1-IRES2-Cre-neo;Ai14-448132","F","P60","Calb1-IRES2-Cre-neo/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,837207651,"RSC-205","CS180626100046","Sst Esm1","GABAergic","Sst_on",0.381008848209759,0.0979690710889977,"Sst"
"SM-GE4Q8_S056_E1-50","SM-GE4Q8_S056_E1-50","mIVSCC-MET",837084094,"Pvalb-IRES-Cre;Ai14-448830.04.01.01","left","VISp5",448830,"Pvalb-IRES-Cre;Ai14-448830","F","P56","Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,837083809,"RSC-205","CS180626100058","Pvalb Reln","GABAergic","Pvalb_on",0.38437498743635,0.20061416772734,"Pvalb"
"SM-GE4Q8_S057_E1-50","SM-GE4Q8_S057_E1-50","mIVSCC-MET",837141835,"Pvalb-IRES-Cre;Ai14-448830.05.01.01","left","VISp2/3",448830,"Pvalb-IRES-Cre;Ai14-448830","F","P56","Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,837141677,"RSC-205",""," NA","GABAergic","Pvalb_on",0.417691876962848,0.168724101916534,NA
"SM-GE4Q8_S058_E1-50","SM-GE4Q8_S058_E1-50","mIVSCC-MET",837212120,"Calb1-IRES2-Cre-neo;Ai14-448132.02.01.02","left","VISp6b",448132,"Calb1-IRES2-Cre-neo;Ai14-448132","F","P60","Calb1-IRES2-Cre-neo/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,837212087,"RSC-205","CS180626100052","Pvalb Th","GABAergic","Pvalb_on",0.446736694242495,0.0766703843648742,"Pvalb"
"SM-GE4Q8_S059_E1-50","SM-GE4Q8_S059_E1-50","mIVSCC-MET",837221885,"Sst-IRES-Cre;Ai14-449330.03.02.01","right","VISp5",449330,"Sst-IRES-Cre;Ai14-449330","M","P53","Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,837221809,"RSC-205","CS180626100043","Sst Hpse","GABAergic","Sst_on",0.408120925405957,0.0910377574875619,"Sst"
"SM-GE4Q8_S060_E1-50","SM-GE4Q8_S060_E1-50","mIVSCC-MET",837212696,"Calb1-IRES2-Cre-neo;Ai14-448132.05.01.02","left","VISp6a",448132,"Calb1-IRES2-Cre-neo;Ai14-448132","F","P60","Calb1-IRES2-Cre-neo/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,837212676,"RSC-205","CS180626100044","Sst Crhr2","GABAergic","Sst_on",0.335856333913836,0.259986191874363,"Sst"
"SM-GE4Q8_S061_E1-50","SM-GE4Q8_S061_E1-50","mIVSCC-MET",837641396,"Calb1-IRES2-Cre-neo;Ai14-448133.04.02.01","right","VISp6a",448133,"Calb1-IRES2-Cre-neo;Ai14-448133","M","P61","Calb1-IRES2-Cre-neo/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,837641304,"RSC-205","CS180626100050","Sst Nts","GABAergic","Sst_on",0.510190963333416,0.00276268023258275,"Sst"
"SM-GE4Q8_S062_E1-50","SM-GE4Q8_S062_E1-50","mIVSCC-MET",837661310,"Calb1-IRES2-Cre-neo;Ai14-448133.04.02.02","right","VISp6a",448133,"Calb1-IRES2-Cre-neo;Ai14-448133","M","P61","Calb1-IRES2-Cre-neo/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,837661288,"RSC-205","CS180626100047","Sst Tac2","GABAergic","Sst_on",0.301566770896638,0.262102224198054,"Sst"
"SM-GE4Q8_S063_E1-50","SM-GE4Q8_S063_E1-50","mIVSCC-MET",837672173,"Calb1-IRES2-Cre-neo;Ai14-448133.05.02.01","right","VISp5",448133,"Calb1-IRES2-Cre-neo;Ai14-448133","M","P61","Calb1-IRES2-Cre-neo/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,837672149,"RSC-205","CS180626100046","Sst Esm1","GABAergic","Sst_on",0.446487980032554,0.114145504013826,"Sst"
"SM-GE4Q8_S065_E1-50","SM-GE4Q8_S065_E1-50","mIVSCC-MET",837661901,"Calb1-IRES2-Cre-neo;Ai14-448133.05.01.01","left","VISp6a",448133,"Calb1-IRES2-Cre-neo;Ai14-448133","M","P61","Calb1-IRES2-Cre-neo/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,837661880,"RSC-205","CS180626100046","Sst Esm1","GABAergic","Sst_on",0.456707709780621,0.099448453001752,"Sst"
"SM-GE4Q8_S066_E1-50","SM-GE4Q8_S066_E1-50","mIVSCC-MET",837565978,"Pvalb-IRES-Cre;Ai14-448831.03.02.01","right","VISp5",448831,"Pvalb-IRES-Cre;Ai14-448831","F","P57","Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,837565760,"RSC-205","CS180626100058","Pvalb Reln","GABAergic","Pvalb_on",0.467342547608405,0.0570890921919747,"Pvalb"
"SM-GE4Q8_S067_E1-50","SM-GE4Q8_S067_E1-50","mIVSCC-MET",837594867,"Pvalb-IRES-Cre;Ai14-448831.04.01.01","left","VISp4",448831,"Pvalb-IRES-Cre;Ai14-448831","F","P57","Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"full",0.407254872752826,837594733,"RSC-205","CS180626100058","Pvalb Reln","GABAergic","Pvalb_on",0.431078081034044,0.0160172338469525,"Pvalb"
"SM-GE4Q8_S068_E1-50","SM-GE4Q8_S068_E1-50","mIVSCC-MET",837663732,"Calb1-IRES2-Cre-neo;Ai14-448133.03.02.01","right","VISpl6a",448133,"Calb1-IRES2-Cre-neo;Ai14-448133","M","P61","Calb1-IRES2-Cre-neo/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,837663705,"RSC-205","CS180626100050","Sst Nts","GABAergic","Sst_on",0.448796749380001,0.00597393111807309,"Sst"
"SM-GE4Q8_S069_E1-50","SM-GE4Q8_S069_E1-50","mIVSCC-MET",837675888,"Sst-IRES-Cre;Ai14-449335.03.01.01","left","VISp6a",449335,"Sst-IRES-Cre;Ai14-449335","F","P54","Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,837675859,"RSC-205","CS180626100052","Pvalb Th","GABAergic","Sst_on",0.406245850273993,0.0984803948823124,"Pvalb"
"SM-GE4Q8_S070_E1-50","SM-GE4Q8_S070_E1-50","mIVSCC-MET",837560603,"Pvalb-IRES-Cre;Ai14-448831.05.01.01","left","VISpm4",448831,"Pvalb-IRES-Cre;Ai14-448831","F","P57","Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,837560511,"RSC-205","CS180626100059","Pvalb Tpbg","GABAergic","Pvalb_on",0.480361493772714,0.0802100499884588,"Pvalb"
"SM-GE4Q8_S071_E1-50","SM-GE4Q8_S071_E1-50","mIVSCC-MET",837578188,"Pvalb-IRES-Cre;Ai14-448831.05.01.02","left","VISp5",448831,"Pvalb-IRES-Cre;Ai14-448831","F","P57","Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,837578073,"RSC-205","CS180626100058","Pvalb Reln","GABAergic","Pvalb_on",0.314397289283947,0.159031648174857,"Pvalb"
"SM-GE4Q8_S072_E1-50","SM-GE4Q8_S072_E1-50","mIVSCC-MET",837664866,"Calb1-IRES2-Cre-neo;Ai14-448133.04.01.02","left","VISp6a",448133,"Calb1-IRES2-Cre-neo;Ai14-448133","M","P61","Calb1-IRES2-Cre-neo/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,837664843,"RSC-205","CS180626100044","Sst Crhr2","GABAergic","Sst_on",0.446234595556396,0.0188147721152018,"Sst"
"SM-GE4Q8_S083_E1-50","SM-GE4Q8_S083_E1-50","mIVSCC-MET",838313088,"Nos1-CreERT2;Sst-IRES-FlpO;Ai65-449585.04.02.01","right","VISp6a",449585,"Nos1-CreERT2;Sst-IRES-FlpO;Ai65-449585","M","P56","Nos1-CreERT2/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"",NA,838312706,"RSC-205","CS180626100030","Sst Chodl","GABAergic","Sst_on",0.311573641763755,0.305670033546317,"Sst"
"SM-GE4Q8_S084_E1-50","SM-GE4Q8_S084_E1-50","mIVSCC-MET",838350383,"Nos1-CreERT2;Sst-IRES-FlpO;Ai65-449585.04.02.02","right","VISp5",449585,"Nos1-CreERT2;Sst-IRES-FlpO;Ai65-449585","M","P56","Nos1-CreERT2/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"",NA,838350000,"RSC-205","CS180626100030","Sst Chodl","GABAergic","Sst_on",0.378561515285213,0.185909632618163,"Sst"
"SM-GE4Q8_S085_E1-50","SM-GE4Q8_S085_E1-50","mIVSCC-MET",838479746,"Sst-IRES-Cre;Ai14-449977.04.02.01","right","VISp6a",449977,"Sst-IRES-Cre;Ai14-449977","M","P57","Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,838479534,"RSC-205","CS180626100043","Sst Hpse","GABAergic","Sst_on",0.442096908584434,0.0110878811492242,"Sst"
